dateTime,usd,logUSD,diff
2024-06-22 00:00:00+00:00,5.43205,1.6923165949268448,-0.003996018490478814
2024-06-23 00:00:00+00:00,5.43205,1.6923165949268448,0.0
2024-06-24 00:00:00+00:00,5.43085,1.6920956594483114,-0.00022093547853341278
2024-06-25 00:00:00+00:00,5.3909,1.6847123468632466,-0.007383312585064861
2024-06-26 00:00:00+00:00,5.4522,1.6960191969472194,0.011306850083972808
2024-06-27 00:00:00+00:00,5.5243,1.7091565425445157,0.01313734559729629
2024-06-28 00:00:00+00:00,5.5017,1.705057135388762,-0.004099407155753632
2024-06-29 00:00:00+00:00,5.59395,1.7216856565918068,0.01662852120304481
2024-06-30 00:00:00+00:00,5.59395,1.7216856565918068,0.0
2024-07-01 00:00:00+00:00,5.59275,1.7214711161098768,-0.00021454048193003672
2024-07-02 00:00:00+00:00,5.65655,1.7328141657336316,0.011343049623754764
2024-07-03 00:00:00+00:00,5.6767,1.736370077979852,0.0035559122462205384
2024-07-04 00:00:00+00:00,5.55765,1.7151753570452826,-0.021194720934569533
2024-07-05 00:00:00+00:00,5.48865,1.7026823236433295,-0.012493033401953069
2024-07-06 00:00:00+00:00,5.4601,1.6974671046074108,-0.005215219035918706
2024-07-07 00:00:00+00:00,5.4601,1.6974671046074108,0.0
2024-07-08 00:00:00+00:00,5.4756,1.70030185873922,0.002834754131809225
2024-07-09 00:00:00+00:00,5.4719,1.699625905299461,-0.0006759534397591249
2024-07-10 00:00:00+00:00,5.4185,1.6898190243809128,-0.009806880918548089
2024-07-11 00:00:00+00:00,5.4162,1.6893944625500272,-0.00042456183088557253
2024-07-12 00:00:00+00:00,5.4394,1.6936687606673608,0.004274298117333597
2024-07-13 00:00:00+00:00,5.42915,1.6917825839393084,-0.0018861767280524688
2024-07-14 00:00:00+00:00,5.42915,1.6917825839393084,0.0
2024-07-15 00:00:00+00:00,5.42675,1.6913404280537345,-0.0004421558855738361
2024-07-16 00:00:00+00:00,5.44855,1.6953495182303586,0.004009090176624097
2024-07-17 00:00:00+00:00,5.4259,1.6911837842843809,-0.004165733945977745
2024-07-18 00:00:00+00:00,5.4898,1.70289182498536,0.011708040700979083
2024-07-19 00:00:00+00:00,5.5447,1.7128425165434102,0.009950691558050284
2024-07-20 00:00:00+00:00,5.59815,1.7224361860183046,0.009593669474894373
2024-07-21 00:00:00+00:00,5.59815,1.7224361860183046,0.0
2024-07-22 00:00:00+00:00,5.5778,1.7187944334172727,-0.0036417526010319445
2024-07-23 00:00:00+00:00,5.5722,1.7177899490278805,-0.0010044843893921573
2024-07-24 00:00:00+00:00,5.5865,1.7203529730052556,0.0025630239773750674
2024-07-25 00:00:00+00:00,5.6551,1.7325577928776925,0.012204819872436934
2024-07-26 00:00:00+00:00,5.6451,1.7307879122365715,-0.0017698806411210466
2024-07-27 00:00:00+00:00,5.6563,1.732769968206034,0.0019820559694625484
2024-07-28 00:00:00+00:00,5.6563,1.732769968206034,0.0
2024-07-29 00:00:00+00:00,5.6568,1.7328583613078938,8.83931018598183e-05
2024-07-30 00:00:00+00:00,5.61635,1.7256819867189006,-0.0071763745889932284
2024-07-31 00:00:00+00:00,5.6124,1.7249784355377038,-0.0007035511811968043
2024-08-01 00:00:00+00:00,5.6581,1.7330881468129749,0.008109711275271048
2024-08-02 00:00:00+00:00,5.7521,1.7495650055249257,0.016476858711950815
2024-08-03 00:00:00+00:00,5.72805,1.7453751586705257,-0.004189846854399937
2024-08-04 00:00:00+00:00,5.72805,1.7453751586705257,0.0
2024-08-05 00:00:00+00:00,5.7283,1.7454188025885347,4.364391800892875e-05
2024-08-06 00:00:00+00:00,5.72315,1.744519353113193,-0.000899449475341596
2024-08-07 00:00:00+00:00,5.65675,1.7328495223493,-0.011669830763893163
2024-08-08 00:00:00+00:00,5.6373,1.7294052274810794,-0.00344429486822051
2024-08-09 00:00:00+00:00,5.5472,1.713293295948622,-0.01611193153245738
2024-08-10 00:00:00+00:00,5.5087,1.7063286606636148,-0.006964635285007237
2024-08-11 00:00:00+00:00,5.5087,1.7063286606636148,0.0
2024-08-12 00:00:00+00:00,5.50695,1.7060109308855769,-0.0003177297780379007
2024-08-13 00:00:00+00:00,5.49335,1.703538269789196,-0.0024726610963807794
2024-08-14 00:00:00+00:00,5.4574,1.6969724858659323,-0.0065657839232637905
2024-08-15 00:00:00+00:00,5.47045,1.6993608799605735,0.0023883940946411997
2024-08-16 00:00:00+00:00,5.4863,1.7022540756721014,0.0028931957115279072
2024-08-17 00:00:00+00:00,5.47155,1.6995619400965096,-0.002692135575591781
2024-08-18 00:00:00+00:00,5.47155,1.6995619400965096,0.0
2024-08-19 00:00:00+00:00,5.47245,1.699726413781091,0.0001644736845813899
2024-08-20 00:00:00+00:00,5.4064,1.6875834369778884,-0.012142976803202643
2024-08-21 00:00:00+00:00,5.4796,1.7010321055950974,0.013448668617209059
2024-08-22 00:00:00+00:00,5.4837,1.701780055608531,0.0007479500134335293
2024-08-23 00:00:00+00:00,5.5925,1.7214264143821476,0.019646358773616646
2024-08-24 00:00:00+00:00,5.48595,1.7021902783652376,-0.019236136016909988
2024-08-25 00:00:00+00:00,5.48595,1.7021902783652376,0.0
2024-08-26 00:00:00+00:00,5.51575,1.707607636206344,0.005417357841106307
2024-08-27 00:00:00+00:00,5.4973,1.704257062612199,-0.0033505735941450343
2024-08-28 00:00:00+00:00,5.50945,1.7064647996708273,0.002207737058628423
2024-08-29 00:00:00+00:00,5.5634,1.716209432157323,0.009744632486495597
