date,dateTime,eur,log,diff,weekday
2023-09-22,2023-09-22 00:00:00+00:00,5.26298,1.660697406250418,,Friday
2023-09-23,2023-09-23 00:00:00+00:00,5.25681,1.6595243788976877,-0.006170000000000009,Saturday
2023-09-24,2023-09-24 00:00:00+00:00,5.25681,1.6595243788976877,0.0,Sunday
2023-09-25,2023-09-25 00:00:00+00:00,5.25521,1.6592199654714659,-0.0015999999999998238,Monday
2023-09-26,2023-09-26 00:00:00+00:00,5.2647,1.6610241639055336,0.009490000000000443,Tuesday
2023-09-27,2023-09-27 00:00:00+00:00,5.27102,1.6622238922122952,0.006319999999999659,Wednesday
2023-09-28,2023-09-28 00:00:00+00:00,5.29944,1.6676011545982667,0.028419999999999668,Thursday
2023-09-29,2023-09-29 00:00:00+00:00,5.31754,1.6710107903958855,0.01810000000000045,Friday
2023-09-30,2023-09-30 00:00:00+00:00,5.32372,1.6721723071137924,0.00617999999999963,Saturday
2023-10-01,2023-10-01 00:00:00+00:00,5.32372,1.6721723071137924,0.0,Sunday
2023-10-02,2023-10-02 00:00:00+00:00,5.31583,1.6706891614081345,-0.00788999999999973,Monday
2023-10-03,2023-10-03 00:00:00+00:00,5.30676,1.6689814795331597,-0.009070000000000356,Tuesday
2023-10-04,2023-10-04 00:00:00+00:00,5.41007,1.6882620317765304,0.10331000000000046,Wednesday
2023-10-05,2023-10-05 00:00:00+00:00,5.41688,1.6895200039474678,0.006809999999999761,Thursday
2023-10-06,2023-10-06 00:00:00+00:00,5.44891,1.6954155886724855,0.03202999999999978,Friday
2023-10-07,2023-10-07 00:00:00+00:00,5.44671,1.6950117566684515,-0.0021999999999993136,Saturday
2023-10-08,2023-10-08 00:00:00+00:00,5.44671,1.6950117566684515,0.0,Sunday
2023-10-09,2023-10-09 00:00:00+00:00,5.43905,1.6936044132649053,-0.007660000000000444,Monday
2023-10-10,2023-10-10 00:00:00+00:00,5.43417,1.6927067950197747,-0.0048799999999999955,Tuesday
2023-10-11,2023-10-11 00:00:00+00:00,5.35698,1.6784003834589625,-0.07718999999999987,Wednesday
2023-10-12,2023-10-12 00:00:00+00:00,5.36523,1.6799392456204136,0.008250000000000313,Thursday
